description;biddable;startprice;condition;cellular;carrier;color;storage;sold;UniqueID
This a used Apple iPad 2 64GB, Wi-Fi, 9.7in - White (MC991LL/A) shows signs of wear, has been ;1;0.99;Used;0;None;White;64;1;10617
;1;29.95;For parts or not working;0;None;Black;16;1;11670
;0;509;New;1;Unknown;Space Gray;32;0;11475
;1;199;Used;0;None;Black;64;0;11995
;1;0.99;New;0;None;Unknown;16;1;11483
This item is in Great cosmetic condition. It may have small scratches and light wear on the screen. ;0;239.99;Used;1;Verizon;White;64;1;10799
;0;200;New other (see details);0;None;Unknown;16;1;10689
Brand-new only broke the shrinkwrap to make sure that it was for T-Mobile.;0;439.98;New other (see details);Unknown;Unknown;Unknown;Unknown;1;10986
Tested, Faulty Camera. Normal Wear and Tear on Screen. Dent on Corners. Power Supply Included.;1;9.99;Used;0;None;Unknown;16;1;10620
"A device listed in near mint used cosmetic condition with light blemishes from use. Housing &amp; ";0;406;Used;0;None;White;64;0;12442
;1;75;Used;0;None;Black;32;1;11949
This item has been previously used.  The item may have some signs of cosmetic wear, but is fully ;0;182.77;Used;Unknown;Unknown;Unknown;Unknown;0;12535
Very gently used, looks like new, Clean ESI/IMIE;0;279.99;Used;1;AT&T;Space Gray;16;0;11822
Small dent in top right side. Works great.;1;95;Used;0;None;Unknown;16;1;11996
"brand new&lt;br&gt;";0;100;New other (see details);0;None;Unknown;16;1;11504
Minor scrapes, dings, scuffs and scratches associated with normal medium duty wear and use. No major ;1;74;Used;1;AT&T;Black;32;1;10355
Great Condition - no cracks or scratches on the screen;0;234;Used;0;None;White;16;0;10554
iPad has minor cracks in glass. Only minor crack or no cracks at all on actual viewing area. Fully ;0;129.95;For parts or not working;1;Unknown;Black;32;0;11675
;1;250;Used;1;Unknown;White;64;0;10120
;0;149.99;Used;0;None;Unknown;16;0;12657
;1;0.99;For parts or not working;0;None;Black;16;1;12568
;0;200;Used;0;None;White;16;0;11023
;0;339;New;0;None;White;32;1;11797
;0;375;Used;0;None;White;16;1;10019
;0;445.95;New;0;None;Space Gray;64;0;12320
;1;729.99;New;0;None;Gold;128;0;12509
iPad Mini does not have any dents or heavy visible scratches, as shown in the pictures.;1;0.99;For parts or not working;0;None;Space Gray;16;1;11647
;1;280;New;0;None;White;32;1;12490
;1;399;New other (see details);0;None;White;64;1;10805
Excellent condition;0;319.95;Used;0;None;White;32;1;11125
;0;438.99;New;0;None;Unknown;16;0;12334
;1;109;Used;0;None;Unknown;16;1;10835
;1;100;Used;0;None;Unknown;64;1;10354
Used for demonstration purposes only.  Never sold.;0;475;Used;Unknown;Unknown;Unknown;Unknown;0;12473
;1;120;New;0;None;White;16;1;11950
;1;150;Used;0;None;Black;64;0;10347
;1;199.99;Used;0;None;White;16;1;10501
iPad is in good condition, has minimal wear and tear. iPad is icloud locked. SOLD AS-IS! FOR PARTS ;0;66.99;For parts or not working;0;None;Unknown;16;0;11751
"Item is in great shape. I upgraded to the iPad Air 2 and don&#039;t need the mini any longer, even though ";0;195;Used;0;None;Unknown;16;0;11863
;0;100;For parts or not working;1;Unknown;Black;64;0;11631
;0;299.99;New other (see details);1;Sprint;Unknown;16;0;11800
Previously used, please read description. May show signs of use such as scratches to the screen and ;1;0.99;Used;0;None;Unknown;64;1;10062
"CLEAN ICLOUD..NO LOCKS..WON&#039;T POWER ON..This iPad has a bad power button and will not power on. I ";1;15;For parts or not working;1;Unknown;Black;32;1;11611
;0;199.99;Used;0;None;White;16;0;10508
;1;400;Used;0;None;Space Gray;32;0;10246
;0;214.98;New;0;None;White;16;0;12193
;0;149.97;Used;0;None;Unknown;16;0;10916
Excellent condition! Minimum use and has been kept in a smart case since purchase.;1;300;Used;1;Verizon;Black;32;0;11097
;0;300;Used;Unknown;Unknown;Unknown;Unknown;1;10525
;0;229;Used;0;None;Unknown;64;0;12444
;1;99;New;0;None;Space Gray;16;1;10298
Overall very good condition, very minor signs of use.;0;659.49;Used;1;AT&T;Space Gray;128;0;12439
;0;439.99;New;0;None;Unknown;16;0;10287
;0;380;Manufacturer refurbished;0;None;Unknown;64;1;10080
This device has been updated to iOS 7 or higher. This device is in good condition with few markings ;0;188.99;Used;0;None;White;16;0;10465
;1;100;Used;0;None;Unknown;16;1;11865
See below!;0;209.9;For parts or not working;0;None;Unknown;16;0;11724
"A device listed in near mint used cosmetic condition with light blemishes from use. Housing &amp; ";0;108;Used;1;AT&T;White;32;0;11029
;0;400;New;1;Verizon;Unknown;32;0;11528
;0;319;Used;1;Sprint;Space Gray;16;0;10719
Corner dings, minor wear on back.;0;90;Seller refurbished;0;None;Black;32;0;12198
;0;279.99;Used;0;None;Unknown;32;0;12333
This used TAB is in good condition with minor scratches on the housing or screen (when the phone is ;0;265;Used;1;Unknown;White;16;0;10429
;0;90;Used;0;None;Unknown;32;0;11037
;1;20;Used;Unknown;Unknown;Unknown;Unknown;0;11391
;0;168;Used;0;None;Black;16;0;12179
Like New in Excellent Condition. In Apple iPad mini Box. Fast Shipment;0;249.99;Manufacturer refurbished;0;None;White;16;0;11828
;1;1;Used;1;Verizon;Unknown;64;1;12027
*FREE* Same-Day Ship | 90-Day Warranty | 100% Functional, Includes All Major Accessories, Shows ;0;388.99;Seller refurbished;1;T-Mobile;Space Gray;32;0;11162
;1;9.99;Used;Unknown;Unknown;White;Unknown;1;10623
;0;449.99;Used;1;Verizon;Unknown;64;0;10945
Cracked screen;1;1;For parts or not working;0;None;Unknown;64;1;11688
;0;334;New;0;None;Space Gray;16;0;12488
;0;525;Used;0;None;Space Gray;64;0;11571
somescratches on the back ans corners. works  great. barely used. kids played  games only;1;119.98;Used;0;None;Unknown;16;1;12236
I take really good care of my toys. the iPad is in great condition :);1;199.99;Used;1;AT&T;White;16;1;10571
Light use.;1;389;Used;0;None;Unknown;16;0;12429
;1;249;New;1;AT&T;Space Gray;16;0;10473
This iPad is working and is tested 100%. It runs great. It is in good condition but very small light ;0;249.99;Used;0;None;Unknown;16;0;10434
���BEST BUY REFURB. Cosmetic condition is 8 of 10.SCREEN IS EXCELLENT�۝ NOT IN ORIGINAL BOX�۝�۝;0;359.99;Manufacturer refurbished;0;None;Unknown;128;0;11904
;1;120;Used;0;None;White;16;1;10937
Excellent shape and tested fully functional!;0;149.95;Used;0;None;Black;64;0;12640
Lightly used,, upgraded  .too I Phone 5c 32gb Thank you for your interest.  Grade A comes with ;0;265.99;Used;1;Verizon;Unknown;32;0;12356
;1;50;For parts or not working;0;None;Unknown;16;1;11672
USED / Cosmetics and few scratches / GOOD Condition / Perfect working;0;520;Used;0;None;White;128;0;11308
used but always in case and has no dents or cracks.  works great with good battery life.;1;0.99;Used;1;Unknown;Black;32;1;10360
;1;100;Used;1;AT&T;Unknown;64;0;10658
It works but there is something wrong with the I pad. It will shut down and reboot on its own and ;1;20;For parts or not working;0;None;White;16;1;12588
This TAB is in good condition with minor scratches on the housing or screen (does not affect ;0;204;Used;1;AT&T;White;16;0;12100
No scratches on screen or back of device, hardly any wear and tear, and no missing or damaged parts.;0;750;New other (see details);0;None;Space Gray;64;0;12530
Fully functional, no issues with it. Just have newer models now and want to sell. This model has the ;0;165;Used;0;None;Unknown;16;0;11008
iPad is cracked but fully functional. Everything works well and just needs the screen (digitizer) to ;0;128;For parts or not working;0;None;White;32;0;11643
Like new - Working perfectly;1;259;Used;Unknown;Unknown;White;16;0;11138
Excellent condition, no scratches or defects. Fully Functional. Been kept in case and screen ;1;9.99;Used;0;None;White;64;1;10713
good condition;0;175;Used;0;None;Unknown;32;0;10129
;1;42;For parts or not working;0;None;Black;16;0;11712
FULLY FUNCTIONAL;0;84.99;Seller refurbished;1;AT&T;Unknown;64;1;10027
Definite must-have. This Apple iPad Mini is pre-owned and has some signs of use, there is a nick/ ;1;199;Used;1;AT&T;Unknown;64;0;11092
;0;675;New;1;Unknown;White;64;1;10935
"iPad mini 2/ Retina Display/ Latest Model/ 64GB/ Wi-Fi/ Silver&amp;White . Near Mint Condition excellent ";0;350.25;Used;0;None;Unknown;64;0;10925
excellent;1;0.01;Used;0;None;Black;16;1;10624
iPad is in 8.5+ out of 10 cosmetic condition!;0;159.99;Used;0;None;Black;16;0;10001
This TAB is in good condition with minor scratches on the housing or screen (does not affect ;0;310;Used;1;Unknown;White;64;0;10426
;0;109.99;For parts or not working;Unknown;Unknown;Unknown;Unknown;0;12624
Excellent condition. Always in an iPad case of cover.;0;155;Used;0;None;Unknown;16;1;10610
New Digitizer installed. Some scratches on back + small dent on top right and bottom left corners.;0;199.99;Seller refurbished;0;None;White;16;1;10015
;0;124;Used;0;None;Black;16;0;10325
This used TAB is in good condition with minor scratches on the housing or screen (when the phone is ;0;149;Used;1;Verizon;White;16;0;10539
;0;250;New;0;None;Black;16;1;10824
Item is fully functioning. It has a crack in the top right corner of the screen.;1;150;For parts or not working;0;None;Unknown;32;0;11713
Ipad has been previously used and shows some light signs of use.  Some light scratches on front ;0;185;Used;0;None;Unknown;64;1;10031
;0;351;New;0;None;Unknown;16;0;11310
;0;399;Used;Unknown;AT&T;White;32;0;12464
;1;350;New;0;None;White;32;1;11453
Like new. Was never really used. A few scratches on the back.;1;185;Seller refurbished;0;None;Unknown;64;1;10141
100% working and cosmetically perfect. Minimal signs of use. No or invisible scratches on front ;0;164.99;Used;0;None;White;16;0;11849
;0;450;New other (see details);Unknown;Unknown;Unknown;Unknown;0;12472
iPad is in good condition, has minimal wear and tear. iPad will not power on. SOLD AS-IS! FOR PARTS ;0;49.99;For parts or not working;0;None;Unknown;16;1;12620
;0;329.99;Used;0;None;Space Gray;16;0;12396
;1;299.99;New;0;None;Gold;64;0;11156
;0;120;Used;Unknown;Unknown;Unknown;Unknown;0;10632
;0;299.99;Used;1;AT&T;Space Gray;16;0;11907
Some light scratches to the case and screen. Overall good condition. Please see photos.;0;99.99;For parts or not working;1;Verizon;Unknown;16;0;11745
;1;174;New;Unknown;Unknown;Space Gray;16;1;10745
;0;150;Used;0;None;Space Gray;16;1;11420
;1;99.99;Used;0;None;Space Gray;16;1;10685
;1;75;Used;0;None;Black;16;1;11470
This iPad is a used one but works great. It has some scratches on the rear as shown in the photos ;1;125;Used;0;None;Space Gray;16;0;10567
;0;599;New;Unknown;Unknown;Unknown;Unknown;0;11425
;0;424.65;New;0;None;Gold;16;0;12436
Few minor scratches on iPad body/bezel and/or screen.;0;199.99;Seller refurbished;0;None;Unknown;16;0;11047
;1;71;Used;0;None;Black;16;1;10393
;0;300;Manufacturer refurbished;Unknown;Unknown;Unknown;Unknown;0;11388
;0;289.99;New;0;None;White;16;0;11188
iPad is cracked but fully functional. Everything works well and just needs the screen (digitizer) to ;0;128;For parts or not working;0;None;White;32;0;11739
Like New;0;399.95;Used;0;None;Unknown;16;0;12371
Great working iPad.  Very minor surface scratches on back as pictured.  Other very light scratching ;0;187.5;Used;0;None;Black;16;0;10171
Screen has a couple small, unnoticeable single scratches. Largest scratch somewhat noticeable is ;1;9.99;Used;1;AT&T;Unknown;32;1;11353
;1;199.99;Used;Unknown;Unknown;Unknown;16;1;12278
"CLEAN ESN &amp; READY TO BE CONNECTED TO THE SPRINT NETWORK";1;499.99;Used;1;Sprint;Gold;64;1;12224
;1;130;Used;0;None;White;64;1;12324
Very minimal use. Kept in hard case since it was purchased. Comes in mint condition with complete ;1;100;Used;1;T-Mobile;Unknown;128;1;10843
This iPad is working and is tested 100%. It runs great. It is in good condition but has a small dent ;0;199.99;Used;0;None;Unknown;16;0;12038
;1;0.99;Used;0;None;Space Gray;16;1;12432
Works like new.;1;45;Used;Unknown;Unknown;Unknown;Unknown;1;11332
IPAD mini .. not sure of what generation it can be.. selling as is or best offer..had a crack but ;0;149.99;Used;Unknown;Unknown;Unknown;16;0;11172
;1;1;Used;0;None;Unknown;32;1;10247
Very good condition. Screen protector on, 1 small ding, always kept in case;0;95;Used;1;AT&T;Unknown;16;1;10875
;0;525;New;1;Verizon;Space Gray;16;0;11426
;0;309.95;Used;1;Verizon;Black;16;0;11789
;0;2.99;New;Unknown;Unknown;Unknown;Unknown;0;11591
NO RETAIL BOX !!!;0;334.95;Used;1;Sprint;Black;64;0;12288
;0;339.98;New;0;None;Gold;16;0;11460
ipad is in great physical condition but is icloud locked;1;1;For parts or not working;0;None;White;16;1;12567
;0;300;Used;0;None;Black;64;1;10834
;1;249.97;Manufacturer refurbished;1;Unknown;Black;64;0;10828
Ipad mini is in good condition overall. Has some minor scratches on the back but otherwise in good ;0;400;Used;1;Verizon;Gold;16;0;10947
here we have space gray apple ipad mini a1432 no charger works great has small Knicks nothing major ;0;190;Used;Unknown;Unknown;Unknown;Unknown;0;12474
selling my ipad mini  has a brand new screen  on it  i dont know whats wrong  sometimes the it works ;1;0.99;For parts or not working;0;None;Black;16;1;11660
Like NEW!!;1;100;Used;0;None;Unknown;16;1;11918
;1;99.95;Used;1;Verizon;Unknown;16;1;12067
In very good condition, some scratches on corner but otherwise almost new;0;220;Used;0;None;Unknown;16;0;11558
;1;0.99;Used;0;None;Unknown;16;1;10606
This TABLET is in good condition with minor scratches on the housing or screen (does not affect ;0;95;Used;0;None;White;32;0;11280
;0;625;Used;1;Unknown;Space Gray;64;0;12284
;0;374.95;Used;0;None;White;128;0;10215
;0;529;New;0;None;White;64;0;11834
;1;150;Used;1;Verizon;Unknown;16;1;10825
Grade A refurbished.  Opened / components unsealed.  No factory packaging.  No cosmetic damage ;0;294.99;Manufacturer refurbished;0;None;White;16;0;10160
Working. Tested wifi, buttons, sound, charge port. Scratched case. Light scratches on lcd. Does not ;0;200;Used;0;None;White;16;0;11263
;0;82.95;Used;0;None;Unknown;16;0;10568
Works great. Nothing wrong with it ...I just upgraded;0;249.95;Used;0;None;Unknown;16;1;11784
Please read details below. There some personal greeting title on back cover from a previous owner as ;0;92.14;Used;0;None;Unknown;16;0;12071
iPad Air 2, Very good condition, Does not include original box, Includes Apple certified ;0;465.99;Seller refurbished;0;None;Black;64;0;10221
This TAB is in average condition with some scratches on the housing or screen (does not affect ;0;91;Used;0;None;White;32;0;12373
;1;96;Used;0;None;Space Gray;32;1;12151
;1;0.99;New;1;Verizon;Unknown;32;1;11231
;1;15;For parts or not working;0;None;Unknown;16;1;11694
In a case since I bought it. One owner lightly used.  No dead pixels. No marks on case or screen. ;0;199.99;Used;0;None;White;32;0;11908
;1;300;Used;0;None;Space Gray;64;1;10592
;1;99.95;For parts or not working;0;None;White;16;0;12585
Good condition fully functional. Does show some signs of wear but these were used in corporate ;1;0.01;Used;1;AT&T;Unknown;16;1;10402
;1;425;Used;0;None;White;16;1;12344
;1;70;For parts or not working;0;None;Unknown;16;1;11679
Used. Absolute must-have. Some signs of use. Scratches and stains on the back of the device. See ;1;121;Used;1;Verizon;Unknown;16;1;12169
;0;499;New;1;Unknown;Unknown;128;1;10962
14 Days Warranty. Product has some sign of wear and scratches from previous use. (Please see ;0;79.99;Seller refurbished;1;AT&T;Black;16;1;12233
;0;609.99;New;1;Unknown;Space Gray;128;0;11340
;1;0.99;Used;Unknown;Unknown;Unknown;32;1;10822
;0;225;Used;0;None;Black;32;0;12532
We are selling good quality iPads that have been fully tested by an Apple Certified Technician. The ;0;212.99;Seller refurbished;0;None;Black;64;0;11890
Great working iPad.  Minor surface scratches on back as pictured.  Other very light scratching which ;0;187.5;Used;0;None;Black;16;0;10146
;1;395;New;1;Unknown;White;64;0;10791
;1;19.95;Seller refurbished;0;None;Unknown;32;1;10276
Listing is for an iPad Mini Framing and board.  The ipad powers on, but the board has issues with ;0;49.99;For parts or not working;0;None;Unknown;64;1;12602
;1;99.99;Used;0;None;Unknown;16;1;12072
;0;319.99;New;0;None;White;16;0;12370
;1;120;Used;0;None;Black;32;1;10373
;1;225;Seller refurbished;1;AT&T;Black;16;0;10135
;0;499;New;1;Sprint;White;128;1;10161
New in box, protective plastic still on;0;419.95;New other (see details);1;Verizon;Gold;16;0;12321
The screen has a few scratches. There are a few dings around the edges. The back has a few scratches ;1;50;Used;1;Unknown;Unknown;64;1;12083
;1;218;Used;1;AT&T;Black;16;1;10703
;1;210;Used;Unknown;Unknown;Unknown;16;0;12470
iPad mini 1st gen wi-fi 16gb is in perfect working order.;1;0.99;Used;0;None;Unknown;16;1;12003
New Opened Box powered up only.;0;394.99;New other (see details);1;Unknown;Space Gray;16;0;12445
;1;450;Used;Unknown;Unknown;Space Gray;16;0;11484
Fantastic condition, fully functional. Small ding on lower right corner, no impact on screen. Case ;0;269.95;Used;0;None;Black;16;0;11572
;0;259;New;0;None;Space Gray;16;0;11314
;1;400;Used;0;None;Unknown;64;1;10338
;0;214.95;Used;0;None;Unknown;16;0;12293
Grade C-Major Dent and Scratched;0;134.95;Used;0;None;Black;16;1;10099
In great condition with no scratches on screen.;1;349.99;Used;0;None;Black;16;0;11095
;1;149.99;Manufacturer refurbished;1;Unknown;Black;16;1;10582
;1;0.99;For parts or not working;Unknown;Unknown;Unknown;16;1;12608
;0;260;New;0;None;White;16;1;11499
Ipad like New with all accessories and documents , Buy 1 get 1 gift;0;80;Used;0;None;Unknown;16;0;11007
;1;300;New;0;None;Unknown;16;1;12346
Works perfectly, NOT iCloud locked, 1 owner. It is in not in very good conditions, but works ;0;130;Used;0;None;Black;16;1;10076
;0;320;Manufacturer refurbished;0;None;White;32;1;11497
;1;180;Used;1;AT&T;Unknown;32;0;10801
Like New;0;292.5;Used;0;None;Unknown;16;1;10353
;0;235;New other (see details);0;None;Unknown;16;0;10004
;0;229;Used;1;AT&T;Unknown;16;0;12636
;0;347;New;0;None;White;32;0;11526
;1;50;Used;0;None;Black;16;1;10162
This iPad mini is brand-new I had it for about a month used it maybe three times.it still has the ;1;300;New other (see details);0;None;White;32;1;12504
;0;114.48;For parts or not working;Unknown;Unknown;Unknown;Unknown;0;12610
Item has been professionally tested and inspected. Tests show that all features work correctly. This ;0;142.25;Used;0;None;Black;32;0;11275
Excellent condition, no scratches or dented well kept as shown in pics. Came with charger and data ;0;200;Used;0;None;White;16;0;11347
Perfect working order, cannot be updated past 5.1.1 . some cosmetic blemishes on the hard shell on ;0;99;Used;Unknown;Unknown;Unknown;Unknown;0;11417
;1;150;Used;0;None;Unknown;32;1;10616
No scratches, dents, drops or liquid damage.;1;185;Used;0;None;Unknown;16;1;10572
;1;298.97;Used;1;AT&T;White;64;0;11024
;1;149;Used;1;Verizon;Unknown;32;1;12189
In 100% pristine condition. No scratches, dents, or dings;1;350;Used;1;Unknown;Space Gray;32;0;11325
;0;15;Used;0;None;Black;16;0;10390
Has a scratch;1;50;Used;Unknown;Unknown;Unknown;Unknown;1;12447
;0;560;New;0;None;White;64;0;10643
"A device listed in near mint used cosmetic condition with light blemishes from use. Housing &amp; ";0;204;Used;0;None;White;64;0;11365
;0;509.99;New;1;Unknown;Space Gray;16;0;12300
Small scratches on the back of the IPad. Screen is in flawless condition.;0;275;New other (see details);0;None;Unknown;16;0;11554
;1;62;For parts or not working;Unknown;Unknown;White;Unknown;1;11701
Mint condition;1;225;Used;0;None;White;16;0;11078
;0;395;New;1;Unknown;Unknown;64;1;11473
;1;600;New;1;Unknown;Space Gray;64;0;11321
Great Condition;0;90;Used;0;None;Unknown;32;1;10859
;1;0.99;Used;0;None;Unknown;16;1;11930
;1;99;Used;0;None;White;16;1;12145
;1;310;New;0;None;White;16;1;10344
Shows Apple ID locked, password required on activation screen.  Unknown imei and storage space.  ;0;79;For parts or not working;Unknown;Unknown;Unknown;Unknown;0;11754
;1;25;Used;Unknown;Unknown;Unknown;Unknown;1;12160
;1;0.99;Used;0;None;White;16;1;10669
;0;199;Used;Unknown;Unknown;Unknown;Unknown;1;10159
;1;250;Used;1;Verizon;White;32;0;11237
Good condition fully functional. Does show some signs of wear but these were used in corporate ;1;0.01;Used;1;AT&T;Unknown;16;1;10659
;0;200;Used;0;None;White;16;0;11574
;1;500;New;1;Unknown;Space Gray;64;1;11131
;0;258.98;New;0;None;Unknown;16;0;12314
;1;0.99;Used;0;None;Unknown;16;1;10913
;0;614.99;New;0;None;Unknown;128;1;10051
;0;70;Used;Unknown;Unknown;Unknown;Unknown;0;11550
Excellent, see photos;0;375;Used;1;Verizon;White;64;0;11328
VERY CLEAN!LIKE NEW!ONE TINY DENT IN ONE OF THE CORNERS BUT LOOKS ALMOST NEW!SCREEN SPARKILING ;0;279.99;Seller refurbished;0;None;Unknown;16;0;10981
;1;100;Used;Unknown;Unknown;Gold;64;1;11293
very nice and clean works like new, few light  scratches one front and back, this is ready to use no ;0;175;Used;0;None;Unknown;16;0;12290
Will have some cosmetic damage.;0;344;Used;1;AT&T;Unknown;64;0;12250
;0;320.99;Used;0;None;White;16;0;11040
;0;119.99;For parts or not working;1;Verizon;Unknown;32;0;11747
;0;299;Used;0;None;White;32;0;12529
Perfect working condition. See photos for actual item.;1;0.01;Used;0;None;Gold;64;1;12348
;1;9.95;Used;Unknown;Unknown;Unknown;64;1;10635
;1;0.99;Used;0;None;Gold;128;1;12354
;0;279.95;New;0;None;Unknown;32;0;10168
Has two scratches, not too visible. Works great its like new, still have everything, only missing ;0;280;Used;0;None;White;16;1;10675
"Touch screen issue; handset only. Please refer to the item description below. Contact us with any ";1;0.99;For parts or not working;0;None;Unknown;32;1;11706
;1;528;New;1;Unknown;Unknown;128;1;11042
;0;300;Used;0;None;Space Gray;16;0;11288
;0;329.99;New;Unknown;Unknown;Space Gray;Unknown;0;10024
;0;730;New;1;Unknown;White;128;0;11529
;0;379.99;New other (see details);0;None;Space Gray;16;0;11795
This TAB is in average condition with some scratches on the housing or screen (does not affect ;0;145;Used;1;Verizon;White;32;0;11910
Good Condition! Fully Functional!;1;0.99;Seller refurbished;0;None;Black;32;1;11043
Item is lightly used with minimal cosmetic wear. It shows only minor signs of wear such as light ;1;149.97;Used;0;None;Unknown;16;0;11139
;1;400;Used;1;AT&T;White;128;0;12212
;0;175;Used;1;Verizon;Black;32;1;10971
;0;650;Used;1;Unknown;Unknown;128;0;11331
;1;120;Used;0;None;Unknown;16;1;10943
;1;165;Used;0;None;White;16;0;11157
;1;0.99;Used;0;None;Black;16;1;11289
Used. Absolute must-have. Some signs of use.Scratches on the back of the device. See photos. Comes ;1;195;Used;0;None;Unknown;32;0;12063
;1;110;Used;1;Verizon;Unknown;16;1;10530
;1;0.99;Used;1;AT&T;Black;16;1;11989
;0;128;Used;0;None;White;32;0;11170
;1;339;Used;0;None;Black;16;0;11006
;1;30;Used;1;Unknown;Unknown;64;1;10400
;1;75;Used;0;None;White;16;1;10757
This used TAB is in good condition with minor scratches on the housing or screen (when the phone is ;0;90;Used;0;None;White;16;0;12437
PROFESSIONALLY REFURBISHED in EXCELLENT LIKE NEW CONDITION in ORIGINAL APPLE BOX - COMES WITH 30 DAY ;0;264.99;Manufacturer refurbished;0;None;White;16;0;11781
;0;275;Manufacturer refurbished;Unknown;Unknown;Black;Unknown;0;11402
This device was previously owned but is in Mint condition. Items in Mint condition may have signs of ;0;249;Seller refurbished;Unknown;Unknown;Unknown;Unknown;0;11819
;1;95;Used;1;Verizon;Black;64;1;10749
;1;200;Used;0;None;White;16;0;10472
;0;209;For parts or not working;Unknown;Unknown;Unknown;16;0;11633
"Device is in GOOD used cosmetic condition with normal scratches &amp; wear, engravement on the housing. ";0;189.95;Used;1;AT&T;Unknown;64;0;12384
;1;140;Used;0;None;Black;16;0;10351
;0;180;Used;1;AT&T;Space Gray;16;1;11518
;0;349.99;New other (see details);0;None;White;16;0;11290
;0;399;Used;0;None;White;16;0;11952
;1;599.99;New;0;None;Gold;64;0;12508
;0;795.99;Manufacturer refurbished;1;AT&T;Space Gray;128;0;10894
;1;90;Used;1;Verizon;White;16;1;10395
Includes iPad only. Does not include USB/power cord, additional accessories or box. iPad is clean ;1;0.99;Used;0;None;Black;16;1;10966
;0;397.75;Used;1;Verizon;Unknown;32;0;11060
Good working condition and fully functional 16GB iPad Air Wifi. Please read full discription;1;229;Used;0;None;Space Gray;16;0;10938
;1;74.99;Used;0;None;Black;16;1;12048
This is a pre-owned device. It is in very good condition and may have signs of minimal wear, but ;0;199;Seller refurbished;Unknown;Unknown;Unknown;Unknown;0;12645
;0;289.95;New;1;Unknown;Black;64;0;10043
Please scroll down to see pictures and full description;0;54.99;For parts or not working;1;AT&T;Black;64;1;11676
;1;119.99;For parts or not working;0;None;Unknown;16;0;11639
;1;275;Used;0;None;Space Gray;64;1;10880
;1;99.99;Used;0;None;White;16;1;12161
;1;290;Used;0;None;White;32;1;10108
;0;219.99;Used;1;AT&T;Unknown;32;1;11805
In excellent condition. No scratches and has been in case since purchased. Will send chargers for ;0;259.99;Used;0;None;Black;16;0;12120
;0;425.99;New;0;None;Black;32;0;11498
;1;599.99;New;0;None;White;64;0;11492
Lightly used. The ipad has spent most of its time protected by an Otterbox while in storage. Works ;1;150;Used;1;Unknown;White;64;1;10696
;1;49.99;Used;1;AT&T;Black;16;1;10157
;1;180;Used;1;Verizon;Black;64;1;12226
;0;498.88;New;1;Verizon;Gold;16;0;11394
"like new&lt;br&gt;";1;99.99;Manufacturer refurbished;1;Verizon;Unknown;16;0;10241
"Out of retail box. There&#039;s a small scratch and a smudge/mark down the length of screen.  Neither of ";0;279.99;New other (see details);1;Verizon;Black;16;0;10977
"A device listed in near mint used cosmetic condition with light blemishes from use. Housing &amp; ";0;320;Used;1;Unknown;White;64;0;10111
;0;399.99;New;0;None;Gold;16;0;12457
;0;199.99;Used;0;None;Unknown;16;0;11963
conditions are good no dents minimal signs of usage .... No icloud attached;0;147.59;Used;0;None;Black;16;1;10562
;0;329;Used;Unknown;Unknown;Unknown;Unknown;1;11421
Device is in AVERAGE used cosmetic condition with heavy scratches and wear. Color is black.Device is ;0;74;Used;1;AT&T;Unknown;16;0;12137
;0;280;Used;0;None;Unknown;64;0;12393
iCloud Locked. For Use if you can unlock it, or parts.;1;100;Used;0;None;Space Gray;16;1;10593
;0;100;Used;0;None;Black;16;0;11545
"Used Apple Ipad 64 gig 1st generation in Great working condition and 100% functional SIM card AT&amp;T ";0;119;Seller refurbished;0;None;Black;32;0;11202
Touch screen on this iPad is not working. Home button does not seem to be working either. Selling AS ;0;106.95;For parts or not working;0;None;Black;16;0;12598
IN VERY GOOD CONDITION!!!!;0;130;Used;0;None;White;16;1;10343
;1;1;Used;1;AT&T;Black;16;1;12017
;0;449;New;0;None;Gold;16;0;11094
;1;150;New;0;None;Unknown;16;1;10511
Works great will have to download your own iTunes account to set up your Icloud account;0;130;Used;Unknown;Unknown;Space Gray;Unknown;0;12434
;0;319.99;Used;1;Verizon;Unknown;64;0;10700
;1;50;Used;0;None;Unknown;64;1;10553
;1;50;Used;0;None;Unknown;16;1;10263
;0;300;Used;0;None;White;Unknown;0;11428
;0;275;New;0;None;Unknown;16;0;11562
"C - Stock. Seller refurbished &amp; in Fair cosmetic condition. 100% Fully Functional, iCloud Clear, ";0;291.99;Seller refurbished;0;None;White;64;0;12035
;1;329.99;New;0;None;Space Gray;64;1;10280
Grade B refurbished.  No factory packaging.  Small dent in side casing (see photos).  Several ;0;249.99;Manufacturer refurbished;1;Verizon;Black;16;0;12050
;1;65;Used;1;AT&T;Black;64;1;10808
;0;340;New;0;None;White;16;0;10724
;0;295;Used;Unknown;Unknown;Unknown;Unknown;0;11903
"BROKEN: Device has at least one or more problems:
For Parts or Repair";0;36.95;For parts or not working;0;None;Unknown;16;1;11738
;0;149.99;Used;0;None;Black;16;1;11400
Small crack on lower right corner. Other than that works awesome.;0;300;Used;0;None;Unknown;64;0;12526
;0;155;Used;0;None;Unknown;16;0;11193
Please note that this unit is in working condition, but is locked with another Apple ID;1;99.99;For parts or not working;0;None;Unknown;16;1;12592
���Used Apple Ipad 16 gig 1st generation in Great working condition and 100% functional.Very little ;0;110;Seller refurbished;0;None;Black;32;0;10948
;1;100;Used;0;None;Black;16;1;10589
